,editing_1_38,editing_1_39,editing_1_40,editing_1_41,editing_1_42
3851,NA,NA,NA,NA,0
3852,NA,NA,NA,NA,0
3853,NA,NA,NA,NA,0
3854,NA,NA,NA,NA,0
3855,NA,NA,NA,NA,0
3856,NA,NA,NA,NA,0
3857,NA,NA,NA,NA,0
3858,NA,NA,NA,NA,0
3859,NA,NA,NA,NA,0
3860,NA,NA,NA,NA,0
3861,NA,NA,NA,NA,0
3862,NA,NA,NA,NA,0
3863,NA,NA,NA,NA,0
3864,NA,NA,NA,NA,0
3865,NA,NA,NA,NA,0
3866,NA,NA,NA,NA,0
3867,NA,NA,NA,NA,0
3868,NA,NA,NA,NA,0
3869,NA,NA,NA,NA,0
3870,NA,NA,NA,NA,0
3871,NA,NA,NA,NA,0
3872,NA,NA,NA,NA,0
3873,NA,NA,NA,NA,0
3874,NA,NA,NA,NA,0
3875,NA,NA,NA,NA,0
3876,NA,NA,NA,NA,0
3877,NA,NA,NA,NA,0
3878,NA,NA,NA,NA,0
3879,NA,NA,NA,NA,0
3880,NA,NA,NA,NA,0
3881,NA,NA,NA,NA,0
3882,NA,NA,NA,NA,0
3883,NA,NA,NA,NA,0
3884,NA,NA,NA,NA,0
3885,NA,NA,NA,NA,0
3886,NA,NA,NA,NA,0
3887,NA,NA,NA,NA,0
3888,NA,NA,NA,NA,0
3889,NA,NA,NA,NA,0
3890,NA,NA,NA,NA,0
3891,NA,NA,NA,NA,0
3892,NA,NA,NA,NA,0
3893,NA,NA,NA,NA,0
3894,NA,NA,NA,NA,0
3895,NA,NA,NA,NA,1
3896,NA,NA,NA,NA,0
3897,NA,NA,NA,NA,0
3898,NA,NA,NA,NA,0
3899,NA,NA,NA,NA,0
3900,NA,NA,NA,NA,0
3901,NA,NA,NA,NA,0
3902,NA,NA,NA,NA,0
3903,NA,NA,NA,NA,0
3904,NA,NA,NA,NA,1
3905,NA,NA,NA,NA,1
3906,NA,NA,NA,NA,1
3907,NA,NA,NA,NA,0
3908,NA,NA,NA,NA,0
3909,NA,NA,NA,NA,0
3910,NA,NA,NA,NA,0
3911,NA,NA,NA,NA,0
3912,NA,NA,NA,NA,0
3913,NA,NA,NA,NA,0
3914,NA,NA,NA,NA,0
3915,NA,NA,NA,NA,0
3916,NA,NA,NA,NA,0
3917,NA,NA,NA,NA,0
3918,NA,NA,NA,NA,0
3919,NA,NA,NA,NA,0
3920,NA,NA,NA,NA,0
3921,NA,NA,NA,NA,1
3922,NA,NA,NA,NA,0
3923,NA,NA,NA,NA,0
3924,NA,NA,NA,NA,1
3925,NA,NA,NA,NA,0
3926,NA,NA,NA,NA,0
3927,NA,NA,NA,NA,0
3928,NA,NA,NA,NA,0
3929,NA,NA,NA,NA,0
3930,NA,NA,NA,NA,0
3931,NA,NA,NA,NA,0
3932,NA,NA,NA,NA,1
3933,NA,NA,NA,NA,0
3934,NA,NA,NA,NA,0
3935,NA,NA,NA,NA,0
3936,NA,NA,NA,NA,0
3937,NA,NA,NA,NA,0
3938,NA,NA,NA,NA,0
3939,NA,NA,NA,NA,0
3940,NA,NA,NA,NA,0
3941,NA,NA,NA,NA,0
3942,NA,NA,NA,NA,0
3943,NA,NA,NA,NA,0
3944,NA,NA,NA,NA,0
3945,NA,NA,NA,NA,0
3946,NA,NA,NA,NA,1
3947,NA,NA,NA,NA,1
3948,NA,NA,NA,NA,0
3949,NA,NA,NA,NA,0
3950,NA,NA,NA,NA,0
3951,NA,NA,NA,NA,0
3952,NA,NA,NA,NA,0
3953,NA,NA,NA,NA,0
3954,NA,NA,NA,NA,0
3955,NA,NA,NA,NA,0
3956,NA,NA,NA,NA,0
3957,NA,NA,NA,NA,0
3958,NA,NA,NA,NA,0
3959,NA,NA,NA,NA,0
3960,NA,NA,NA,NA,0
3961,NA,NA,NA,NA,0
3962,NA,NA,NA,NA,0
3963,NA,NA,NA,NA,0
3964,NA,NA,NA,NA,0
3965,NA,NA,NA,NA,1
3966,NA,NA,NA,NA,0
3967,NA,NA,NA,NA,0
3968,NA,NA,NA,NA,0
3969,NA,NA,NA,NA,0
3970,NA,NA,NA,NA,0
3971,NA,NA,NA,NA,0
3972,NA,NA,NA,NA,0
3973,NA,NA,NA,NA,0
3974,NA,NA,NA,NA,1
3975,NA,NA,NA,NA,0
3976,NA,NA,NA,NA,0
3977,NA,NA,NA,NA,0
3978,NA,NA,NA,NA,0
3979,NA,NA,NA,NA,0
3980,NA,NA,NA,NA,0
3981,NA,NA,NA,NA,0
3982,NA,NA,NA,NA,0
3983,NA,NA,NA,NA,0
3984,NA,NA,NA,NA,0
3985,NA,NA,NA,NA,0
3986,NA,NA,NA,NA,0
3987,NA,NA,NA,NA,1
3988,NA,NA,NA,NA,0
3989,NA,NA,NA,NA,1
3990,NA,NA,NA,NA,0
3991,NA,NA,NA,NA,0
3992,NA,NA,NA,NA,0
3993,NA,NA,NA,NA,0
3994,NA,NA,NA,NA,0
3995,NA,NA,NA,NA,1
3996,NA,NA,NA,NA,0
3997,NA,NA,NA,NA,0
3998,NA,NA,NA,NA,0
3999,NA,NA,NA,NA,0
4000,NA,NA,NA,NA,0
4001,NA,NA,NA,NA,0
4002,NA,NA,NA,NA,0
4003,NA,NA,NA,NA,0
4004,NA,NA,NA,NA,0
4005,NA,NA,NA,NA,0
4006,NA,NA,NA,NA,0
4007,NA,NA,NA,NA,0
4008,NA,NA,NA,NA,0
4009,NA,NA,NA,NA,0
4010,NA,NA,NA,NA,0
4011,NA,NA,NA,NA,0
4012,NA,NA,NA,NA,0
4013,NA,NA,NA,NA,0
4014,NA,NA,NA,NA,1
4015,NA,NA,NA,NA,0
4016,NA,NA,NA,NA,0
4017,NA,NA,NA,NA,0
4018,NA,NA,NA,NA,0
4019,NA,NA,NA,NA,0
4020,NA,NA,NA,NA,0
4021,NA,NA,NA,NA,0
4022,NA,NA,NA,NA,0
4023,NA,NA,NA,NA,0
4024,NA,NA,NA,NA,0
4025,NA,NA,NA,NA,0
4026,NA,NA,NA,NA,0
4027,NA,NA,NA,NA,0
4028,NA,NA,NA,NA,0
4029,NA,NA,NA,NA,0
4030,NA,NA,NA,NA,0
4031,NA,NA,NA,NA,1
4032,NA,NA,NA,NA,1
4033,NA,NA,NA,NA,0
4034,NA,NA,NA,NA,0
4035,NA,NA,NA,NA,0
4036,NA,NA,NA,NA,0
4037,NA,NA,NA,NA,0
4038,NA,NA,NA,NA,1
4039,NA,NA,NA,NA,0
4040,NA,NA,NA,NA,1
4041,NA,NA,NA,NA,0
4042,NA,NA,NA,NA,0
4043,NA,NA,NA,NA,0
4044,NA,NA,NA,NA,0
4045,NA,NA,NA,NA,0
4046,NA,NA,NA,NA,0
4047,NA,NA,NA,NA,0
4048,NA,NA,NA,NA,0
4049,NA,NA,NA,NA,0
4050,NA,NA,NA,NA,1
4051,NA,NA,NA,NA,0
4052,NA,NA,NA,NA,0
4053,NA,NA,NA,NA,0
4054,NA,NA,NA,NA,0
4055,NA,NA,NA,NA,0
4056,NA,NA,NA,NA,1
4057,NA,NA,NA,NA,1
4058,NA,NA,NA,NA,0
4059,NA,NA,NA,NA,0
4060,NA,NA,NA,NA,0
4061,NA,NA,NA,NA,0
4062,NA,NA,NA,NA,0
4063,NA,NA,NA,NA,0
4064,NA,NA,NA,NA,0
4065,NA,NA,NA,NA,0
4066,NA,NA,NA,NA,0
4067,NA,NA,NA,NA,0
4068,NA,NA,NA,NA,0
4069,NA,NA,NA,NA,0
4070,NA,NA,NA,NA,0
4071,NA,NA,NA,NA,1
4072,NA,NA,NA,NA,0
4073,NA,NA,NA,NA,0
4074,NA,NA,NA,NA,0
4075,NA,NA,NA,NA,0
4076,NA,NA,NA,NA,0
4077,NA,NA,NA,NA,0
4078,NA,NA,NA,NA,0
4079,NA,NA,NA,NA,0
4080,NA,NA,NA,NA,1
4081,NA,NA,NA,NA,0
4082,NA,NA,NA,NA,0
4083,NA,NA,NA,NA,1
4084,NA,NA,NA,NA,0
4085,NA,NA,NA,NA,0
4086,NA,NA,NA,NA,0
4087,NA,NA,NA,NA,0
4088,NA,NA,NA,NA,0
4089,NA,NA,NA,NA,0
4090,NA,NA,NA,NA,0
4091,NA,NA,NA,NA,0
4092,NA,NA,NA,NA,0
4093,NA,NA,NA,NA,0
4094,NA,NA,NA,NA,0
4095,NA,NA,NA,NA,0
4096,NA,NA,NA,NA,0
4097,NA,NA,NA,NA,0
4098,NA,NA,NA,NA,0
4099,NA,NA,NA,NA,1
4100,NA,NA,NA,NA,0
4101,NA,NA,NA,NA,0
4102,NA,NA,NA,NA,0
4103,NA,NA,NA,NA,0
4104,NA,NA,NA,NA,0
4105,NA,NA,NA,NA,0
4106,NA,NA,NA,NA,0
4107,NA,NA,NA,NA,0
4108,NA,NA,NA,NA,0
4109,NA,NA,NA,NA,0
4110,NA,NA,NA,NA,0
4111,NA,NA,NA,NA,0
4112,NA,NA,NA,NA,0
4113,NA,NA,NA,NA,1
4114,NA,NA,NA,NA,0
4115,NA,NA,NA,NA,0
4116,NA,NA,NA,NA,0
4117,NA,NA,NA,NA,0
4118,NA,NA,NA,NA,0
4119,NA,NA,NA,NA,0
4120,NA,NA,NA,NA,0
4121,NA,NA,NA,NA,0
4122,NA,NA,NA,NA,0
4123,NA,NA,NA,NA,0
4124,NA,NA,NA,NA,0
4125,NA,NA,NA,NA,0
4126,NA,NA,NA,NA,0
4127,NA,NA,NA,NA,0
4128,NA,NA,NA,NA,0
4129,NA,NA,NA,NA,0
4130,NA,NA,NA,NA,0
4131,NA,NA,NA,NA,0
4132,NA,NA,NA,NA,0
4133,NA,NA,NA,NA,0
4134,NA,NA,NA,NA,0
4135,NA,NA,NA,NA,0
4136,NA,NA,NA,NA,0
4137,NA,NA,NA,NA,1
4138,NA,NA,NA,NA,0
4139,NA,NA,NA,NA,0
4140,NA,NA,NA,NA,0
4141,NA,NA,NA,NA,0
4142,NA,NA,NA,NA,0
4143,NA,NA,NA,NA,0
4144,NA,NA,NA,NA,0
4145,NA,NA,NA,NA,0
4146,NA,NA,NA,NA,0
4147,NA,NA,NA,NA,0
4148,NA,NA,NA,NA,0
4149,NA,NA,NA,NA,0
4150,NA,NA,NA,NA,0
4151,NA,NA,NA,NA,0
4152,NA,NA,NA,NA,0
4153,NA,NA,NA,NA,0
4154,NA,NA,NA,NA,0
4155,NA,NA,NA,NA,0
4156,NA,NA,NA,NA,0
4157,NA,NA,NA,NA,0
4158,NA,NA,NA,NA,0
4159,NA,NA,NA,NA,0
4160,NA,NA,NA,NA,0
4161,NA,NA,NA,NA,0
4162,NA,NA,NA,NA,0
4163,NA,NA,NA,NA,1
4164,NA,NA,NA,NA,0
4165,NA,NA,NA,NA,0
4166,NA,NA,NA,NA,0
4167,NA,NA,NA,NA,0
4168,NA,NA,NA,NA,0
4169,NA,NA,NA,NA,0
4170,NA,NA,NA,NA,0
4171,NA,NA,NA,NA,0
4172,NA,NA,NA,NA,0
4173,NA,NA,NA,NA,0
4174,NA,NA,NA,NA,0
4175,NA,NA,NA,NA,0
4176,NA,NA,NA,NA,1
4177,NA,NA,NA,NA,1
4178,NA,NA,NA,NA,1
4179,NA,NA,NA,NA,0
4180,NA,NA,NA,NA,1
4181,NA,NA,NA,NA,1
4182,NA,NA,NA,NA,0
4183,NA,NA,NA,NA,0
4184,NA,NA,NA,NA,0
4185,NA,NA,NA,NA,0
4186,NA,NA,NA,NA,0
4187,NA,NA,NA,NA,0
4188,NA,NA,NA,NA,1
4189,NA,NA,NA,NA,0
4190,NA,NA,NA,NA,1
4191,NA,NA,NA,NA,0
4192,NA,NA,NA,NA,0
4193,NA,NA,NA,NA,0
4194,NA,NA,NA,NA,0
4195,NA,NA,NA,NA,0
4196,NA,NA,NA,NA,0
4197,NA,NA,NA,NA,0
4198,NA,NA,NA,NA,0
4199,NA,NA,NA,NA,0
4200,NA,NA,NA,NA,0
4201,NA,NA,NA,NA,0
4202,NA,NA,NA,NA,0
4203,NA,NA,NA,NA,0
4204,NA,NA,NA,NA,0
4205,NA,NA,NA,NA,1
4206,NA,NA,NA,NA,0
4207,NA,NA,NA,NA,0
4208,NA,NA,NA,NA,1
4209,NA,NA,NA,NA,0
4210,NA,NA,NA,NA,1
4211,NA,NA,NA,NA,0
4212,NA,NA,NA,NA,0
4213,NA,NA,NA,NA,0
4214,NA,NA,NA,NA,0
4215,NA,NA,NA,NA,0
4216,NA,NA,NA,NA,0
4217,NA,NA,NA,NA,0
4218,NA,NA,NA,NA,0
4219,NA,NA,NA,NA,1
4220,NA,NA,NA,NA,0
4221,NA,NA,NA,NA,0
4222,NA,NA,NA,NA,0
4223,NA,NA,NA,NA,0
4224,NA,NA,NA,NA,0
4225,NA,NA,NA,NA,0
4226,NA,NA,NA,NA,1
4227,NA,NA,NA,NA,0
4228,NA,NA,NA,NA,0
4229,NA,NA,NA,NA,0
4230,NA,NA,NA,NA,0
4231,NA,NA,NA,NA,0
4232,NA,NA,NA,NA,0
4233,NA,NA,NA,NA,0
4234,NA,NA,NA,NA,0
4235,NA,NA,NA,NA,0
4236,NA,NA,NA,NA,0
4237,NA,NA,NA,NA,0
4238,NA,NA,NA,NA,0
4239,NA,NA,NA,NA,0
4240,NA,NA,NA,NA,0
4241,NA,NA,NA,NA,0
4242,NA,NA,NA,NA,0
4243,NA,NA,NA,NA,1
4244,NA,NA,NA,NA,1
4245,NA,NA,NA,NA,0
4246,NA,NA,NA,NA,0
4247,NA,NA,NA,NA,0
4248,NA,NA,NA,NA,0
4249,NA,NA,NA,NA,0
4250,NA,NA,NA,NA,0
4251,NA,NA,NA,NA,0
4252,NA,NA,NA,NA,0
4253,NA,NA,NA,NA,1
4254,NA,NA,NA,NA,1
4255,NA,NA,NA,NA,0
4256,NA,NA,NA,NA,0
4257,NA,NA,NA,NA,0
4258,NA,NA,NA,NA,0
4259,NA,NA,NA,NA,0
4260,NA,NA,NA,NA,0
4261,NA,NA,NA,NA,0
4262,NA,NA,NA,NA,0
4263,NA,NA,NA,NA,1
4264,NA,NA,NA,NA,0
4265,NA,NA,NA,NA,0
4266,NA,NA,NA,NA,0
4267,NA,NA,NA,NA,1
4268,NA,NA,NA,NA,0
4269,NA,NA,NA,NA,0
4270,NA,NA,NA,NA,0
4271,NA,NA,NA,NA,0
4272,NA,NA,NA,NA,0
4273,NA,NA,NA,NA,0
4274,NA,NA,NA,NA,0
4275,NA,NA,NA,NA,0
4276,NA,NA,NA,NA,0
4277,NA,NA,NA,NA,0
4278,NA,NA,NA,NA,0
4279,NA,NA,NA,NA,0
4280,NA,NA,NA,NA,0
4281,NA,NA,NA,NA,0
4282,NA,NA,NA,NA,1
4283,NA,NA,NA,NA,0
4284,NA,NA,NA,NA,0
4285,NA,NA,NA,NA,0
4286,NA,NA,NA,NA,0
4287,NA,NA,NA,NA,0
4288,NA,NA,NA,NA,1
4289,NA,NA,NA,NA,0
4290,NA,NA,NA,NA,0
4291,NA,NA,NA,NA,0
4292,NA,NA,NA,NA,0
4293,NA,NA,NA,NA,0
4294,NA,NA,NA,NA,1
4295,NA,NA,NA,NA,0
4296,NA,NA,NA,NA,1
4297,NA,NA,NA,NA,0
4298,NA,NA,NA,NA,0
4299,NA,NA,NA,NA,1
4300,NA,NA,NA,NA,0
4301,NA,NA,NA,NA,1
4302,NA,NA,NA,NA,1
4303,NA,NA,NA,NA,0
4304,NA,NA,NA,NA,0
4305,NA,NA,NA,NA,1
4306,NA,NA,NA,NA,0
4307,NA,NA,NA,NA,0
4308,NA,NA,NA,NA,0
4309,NA,NA,NA,NA,0
4310,NA,NA,NA,NA,0
4311,NA,NA,NA,NA,0
4312,NA,NA,NA,NA,0
4313,NA,NA,NA,NA,0
4314,NA,NA,NA,NA,0
4315,NA,NA,NA,NA,0
4316,NA,NA,NA,NA,0
4317,NA,NA,NA,NA,1
4318,NA,NA,NA,NA,1
4319,NA,NA,NA,NA,0
4320,NA,NA,NA,NA,1
4321,NA,NA,NA,NA,0
4322,NA,NA,NA,NA,0
4323,NA,NA,NA,NA,0
4324,NA,NA,NA,NA,0
4325,NA,NA,NA,NA,0
4326,NA,NA,NA,NA,0
4327,NA,NA,NA,NA,0
4328,NA,NA,NA,NA,0
4329,NA,NA,NA,NA,0
4330,NA,NA,NA,NA,0
4331,NA,NA,NA,NA,1
4332,NA,NA,NA,NA,0
4333,NA,NA,NA,NA,1
4334,NA,NA,NA,NA,1
4335,NA,NA,NA,NA,0
4336,NA,NA,NA,NA,0
4337,NA,NA,NA,NA,1
4338,NA,NA,NA,NA,0
4339,NA,NA,NA,NA,0
4340,NA,NA,NA,NA,0
4341,NA,NA,NA,NA,0
4342,NA,NA,NA,NA,0
4343,NA,NA,NA,NA,1
4344,NA,NA,NA,NA,0
4345,NA,NA,NA,NA,0
4346,NA,NA,NA,NA,1
4347,NA,NA,NA,NA,0
4348,NA,NA,NA,NA,0
4349,NA,NA,NA,NA,0
4350,NA,NA,NA,NA,0
4351,NA,NA,NA,NA,0
4352,NA,NA,NA,NA,0
4353,NA,NA,NA,NA,0
4354,NA,NA,NA,NA,0
4355,NA,NA,NA,NA,0
4356,NA,NA,NA,NA,0
4357,NA,NA,NA,NA,0
4358,NA,NA,NA,NA,0
4359,NA,NA,NA,NA,1
4360,NA,NA,NA,NA,0
4361,NA,NA,NA,NA,0
4362,NA,NA,NA,NA,1
4363,NA,NA,NA,NA,0
4364,NA,NA,NA,NA,0
4365,NA,NA,NA,NA,0
4366,NA,NA,NA,NA,1
4367,NA,NA,NA,NA,1
4368,NA,NA,NA,NA,0
4369,NA,NA,NA,NA,0
4370,NA,NA,NA,NA,0
4371,NA,NA,NA,NA,0
4372,NA,NA,NA,NA,0
4373,NA,NA,NA,NA,0
4374,NA,NA,NA,NA,0
4375,NA,NA,NA,NA,0
4376,NA,NA,NA,NA,0
4377,NA,NA,NA,NA,1
4378,NA,NA,NA,NA,0
4379,NA,NA,NA,NA,0
4380,NA,NA,NA,NA,0
4381,NA,NA,NA,NA,0
4382,NA,NA,NA,NA,1
4383,NA,NA,NA,NA,1
4384,NA,NA,NA,NA,0
4385,NA,NA,NA,NA,1
4386,NA,NA,NA,NA,1
4387,NA,NA,NA,NA,1
4388,NA,NA,NA,NA,0
4389,NA,NA,NA,NA,1
4390,NA,NA,NA,NA,0
4391,NA,NA,NA,NA,1
4392,NA,NA,NA,NA,0
4393,NA,NA,NA,NA,0
4394,NA,NA,NA,NA,1
4395,NA,NA,NA,NA,1
4396,NA,NA,NA,NA,0
4397,NA,NA,NA,NA,0
4398,NA,NA,NA,NA,1
4399,NA,NA,NA,NA,1
4400,NA,NA,NA,NA,0
4401,NA,NA,NA,NA,0
4402,NA,NA,NA,NA,0
4403,NA,NA,NA,NA,0
4404,NA,NA,NA,NA,1
4405,NA,NA,NA,NA,0
4406,NA,NA,NA,NA,1
4407,NA,NA,NA,NA,1
4408,NA,NA,NA,NA,0
4409,NA,NA,NA,NA,1
4410,NA,NA,NA,NA,1
4411,NA,NA,NA,NA,0
4412,NA,NA,NA,NA,1
4413,NA,NA,NA,NA,0
4414,NA,NA,NA,NA,0
4415,NA,NA,NA,NA,0
4416,NA,NA,NA,NA,0
4417,NA,NA,NA,NA,1
4418,NA,NA,NA,NA,0
4419,NA,NA,NA,NA,1
4420,NA,NA,NA,NA,0
4421,NA,NA,NA,NA,1
4422,NA,NA,NA,NA,0
4423,NA,NA,NA,NA,0
4424,NA,NA,NA,NA,0
4425,NA,NA,NA,NA,1
4426,NA,NA,NA,NA,1
4427,NA,NA,NA,NA,1
4428,NA,NA,NA,NA,1
4429,NA,NA,NA,NA,1
4430,NA,NA,NA,NA,1
4431,NA,NA,NA,NA,0
4432,NA,NA,NA,NA,1
4433,NA,NA,NA,NA,1
4434,NA,NA,NA,NA,0
4435,NA,NA,NA,NA,1
4436,NA,NA,NA,NA,1
4437,NA,NA,NA,NA,1
4438,NA,NA,NA,NA,1
4439,NA,NA,NA,NA,0
4440,NA,NA,NA,NA,0
4441,NA,NA,NA,NA,0
4442,NA,NA,NA,NA,1
4443,NA,NA,NA,NA,1
4444,NA,NA,NA,NA,0
4445,NA,NA,NA,NA,1
4446,NA,NA,NA,NA,1
4447,NA,NA,NA,NA,0
4448,NA,NA,NA,NA,0
4449,NA,NA,NA,NA,1
4450,NA,NA,NA,NA,1
4451,NA,NA,NA,NA,0
4452,NA,NA,NA,NA,1
4453,NA,NA,NA,NA,1
4454,NA,NA,NA,NA,0
4455,NA,NA,NA,NA,0
4456,NA,NA,NA,NA,0
4457,NA,NA,NA,NA,0
4458,NA,NA,NA,NA,0
4459,NA,NA,NA,NA,0
4460,NA,NA,NA,NA,0
4461,NA,NA,NA,NA,1
4462,NA,NA,NA,NA,0
4463,NA,NA,NA,NA,0
4464,NA,NA,NA,NA,0
4465,NA,NA,NA,NA,1
4466,NA,NA,NA,NA,1
4467,NA,NA,NA,NA,1
4468,NA,NA,NA,NA,1
4469,NA,NA,NA,NA,1
4470,NA,NA,NA,NA,1
4471,NA,NA,NA,NA,0
4472,NA,NA,NA,NA,1
4473,NA,NA,NA,NA,1
4474,NA,NA,NA,NA,1
4475,NA,NA,NA,NA,1
4476,NA,NA,NA,NA,1
4477,NA,NA,NA,NA,1
4478,NA,NA,NA,NA,0
4479,NA,NA,NA,NA,1
4480,NA,NA,NA,NA,1
4481,NA,NA,NA,NA,1
4482,NA,NA,NA,NA,1
4483,NA,NA,NA,NA,1
4484,NA,NA,NA,NA,1
4485,NA,NA,NA,NA,1
4486,NA,NA,NA,NA,1
4487,NA,NA,NA,NA,1
4488,NA,NA,NA,NA,1
4489,NA,NA,NA,NA,1
4490,NA,NA,NA,NA,1
4491,NA,NA,NA,NA,1
4492,NA,NA,NA,NA,1
4493,NA,NA,NA,NA,1
4494,NA,NA,NA,NA,0
4495,NA,NA,NA,NA,1
4496,NA,NA,NA,NA,0
4497,NA,NA,NA,NA,0
4498,NA,NA,NA,NA,1
4499,NA,NA,NA,NA,1
4500,NA,NA,NA,NA,1
4501,NA,NA,NA,NA,1
4502,NA,NA,NA,NA,1
4503,NA,NA,NA,NA,1
4504,NA,NA,NA,NA,1
4505,NA,NA,NA,NA,1
4506,NA,NA,NA,NA,1
4507,NA,NA,NA,NA,1
4508,NA,NA,NA,NA,1
4509,NA,NA,NA,NA,1
4510,NA,NA,NA,NA,1
4511,NA,NA,NA,NA,1
4512,NA,NA,NA,NA,1
4513,NA,NA,NA,NA,0
4514,NA,NA,NA,NA,1
4515,NA,NA,NA,NA,1
4516,NA,NA,NA,NA,1
4517,NA,NA,NA,NA,1
4518,NA,NA,NA,NA,1
4519,NA,NA,NA,NA,1
4520,NA,NA,NA,NA,0
4521,NA,NA,NA,NA,1
4522,NA,NA,NA,NA,1
4523,NA,NA,NA,NA,0
4524,NA,NA,NA,NA,1
4525,NA,NA,NA,NA,1
4526,NA,NA,NA,NA,1
4527,NA,NA,NA,NA,1
4528,NA,NA,NA,NA,1
4529,NA,NA,NA,NA,1
4530,NA,NA,NA,NA,1
4531,NA,NA,NA,NA,0
4532,NA,NA,NA,NA,0
4533,NA,NA,NA,NA,1
4534,NA,NA,NA,NA,1
4535,NA,NA,NA,NA,0
4536,NA,NA,NA,NA,0
4537,NA,NA,NA,NA,0
4538,NA,NA,NA,NA,0
4539,NA,NA,NA,NA,0
4540,NA,NA,NA,NA,0
4541,NA,NA,NA,NA,0
4542,NA,NA,NA,NA,0
4543,NA,NA,NA,NA,1
4544,NA,NA,NA,NA,1
4545,NA,NA,NA,NA,1
4546,NA,NA,NA,NA,0
4547,NA,NA,NA,NA,1
4548,NA,NA,NA,NA,0
4549,NA,NA,NA,NA,1
4550,NA,NA,NA,NA,1
4551,NA,NA,NA,NA,0
4552,NA,NA,NA,NA,0
4553,NA,NA,NA,NA,0
4554,NA,NA,NA,NA,0
4555,NA,NA,NA,NA,0
4556,NA,NA,NA,NA,0
4557,NA,NA,NA,NA,0
4558,NA,NA,NA,NA,0
4559,NA,NA,NA,NA,0
4560,NA,NA,NA,NA,0
4561,NA,NA,NA,NA,0
4562,NA,NA,NA,NA,0
4563,NA,NA,NA,NA,0
4564,NA,NA,NA,NA,0
4565,NA,NA,NA,NA,0
4566,NA,NA,NA,NA,0
4567,NA,NA,NA,NA,0
4568,NA,NA,NA,NA,0
4569,NA,NA,NA,NA,0
4570,NA,NA,NA,NA,0
4571,NA,NA,NA,NA,0
4572,NA,NA,NA,NA,0
4573,NA,NA,NA,NA,0
4574,NA,NA,NA,NA,0
4575,NA,NA,NA,NA,0
4576,NA,NA,NA,NA,0
4577,NA,NA,NA,NA,0
4578,NA,NA,NA,NA,0
4579,NA,NA,NA,NA,0
4580,NA,NA,NA,NA,0
4581,NA,NA,NA,NA,1
4582,NA,NA,NA,NA,0
4583,NA,NA,NA,NA,0
4584,NA,NA,NA,NA,0
4585,NA,NA,NA,NA,0
4586,NA,NA,NA,NA,0
4587,NA,NA,NA,NA,0
4588,NA,NA,NA,NA,0
4589,NA,NA,NA,NA,0
4590,NA,NA,NA,NA,0
4591,NA,NA,NA,NA,0
4592,NA,NA,NA,NA,0
4593,NA,NA,NA,NA,0
4594,NA,NA,NA,NA,0
4595,NA,NA,NA,NA,0
4596,NA,NA,NA,NA,0
4597,NA,NA,NA,NA,0
4598,NA,NA,NA,NA,0
4599,NA,NA,NA,NA,0
4600,NA,NA,NA,NA,0
4601,NA,NA,NA,NA,0
4602,NA,NA,NA,NA,0
4603,NA,NA,NA,NA,0
4604,NA,NA,NA,NA,0
4605,NA,NA,NA,NA,0
4606,NA,NA,NA,NA,0
4607,NA,NA,NA,NA,0
4608,NA,NA,NA,NA,0
4609,NA,NA,NA,NA,0
4610,NA,NA,NA,NA,0
4611,NA,NA,NA,NA,1
4612,NA,NA,NA,NA,0
4613,NA,NA,NA,NA,0
4614,NA,NA,NA,NA,0
4615,NA,NA,NA,NA,0
4616,NA,NA,NA,NA,0
4617,NA,NA,NA,NA,0
4618,NA,NA,NA,NA,0
4619,NA,NA,NA,NA,0
4620,NA,NA,NA,NA,0
4621,NA,NA,NA,NA,0
4622,NA,NA,NA,NA,0
4623,NA,NA,NA,NA,0
4624,NA,NA,NA,NA,0
4625,NA,NA,NA,NA,0
4626,NA,NA,NA,NA,0
4627,NA,NA,NA,NA,0
4628,NA,NA,NA,NA,0
4629,NA,NA,NA,NA,0
4630,NA,NA,NA,NA,0
4631,NA,NA,NA,NA,0
4632,NA,NA,NA,NA,0
4633,NA,NA,NA,NA,0
4634,NA,NA,NA,NA,0
4635,NA,NA,NA,NA,0
4636,NA,NA,NA,NA,0
4637,NA,NA,NA,NA,0
4638,NA,NA,NA,NA,0
4639,NA,NA,NA,NA,0
4640,NA,NA,NA,NA,0
4641,NA,NA,NA,NA,1
4642,NA,NA,NA,NA,0
4643,NA,NA,NA,NA,0
4644,NA,NA,NA,NA,0
4645,NA,NA,NA,NA,0
4646,NA,NA,NA,NA,0
4647,NA,NA,NA,NA,0
4648,NA,NA,NA,NA,0
4649,NA,NA,NA,NA,0
4650,NA,NA,NA,NA,0
4651,NA,NA,NA,NA,0
4652,NA,NA,NA,NA,0
4653,NA,NA,NA,NA,0
4654,NA,NA,NA,NA,0
4655,NA,NA,NA,NA,0
4656,NA,NA,NA,NA,0
4657,NA,NA,NA,NA,0
4658,NA,NA,NA,NA,0
4659,NA,NA,NA,NA,0
4660,NA,NA,NA,NA,0
4661,NA,NA,NA,NA,1
4662,NA,NA,NA,NA,0
4663,NA,NA,NA,NA,0
4664,NA,NA,NA,NA,1
4665,NA,NA,NA,NA,1
4666,NA,NA,NA,NA,0
4667,NA,NA,NA,NA,0
4668,NA,NA,NA,NA,0
4669,NA,NA,NA,NA,0
4670,NA,NA,NA,NA,0
4671,NA,NA,NA,NA,0
